raw_type,n_neurons,resolved_type,dominant_nt,param_source,fallback_target,gNa_mS_cm2,gK_mS_cm2,gLeak_mS_cm2,eNa_mV,eK_mV,eLeak_mV,n_compartment_solver_mean,n_swc_nodes_mean
OA-AL2i3,2,OA-AL2i3,oct,nt:oct,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,147.0,3048.5
PLP231,2,PLP231,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,154.0,2615.5
Pm12,2,Pm12,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,62.0,5932.0
Pm14,2,Pm14,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,1125.0,12756.5
Sm38,2,Sm38,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,175.0,3973.0
Sm40,2,Sm40,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,477.0,6109.0
VST1,2,VST1,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,76.0,1562.5
VSm,2,VSm,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,182.0,2386.5
aMe1,2,aMe1,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,113.0,1535.5
aMe17b,2,aMe17b,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,70.0,3604.5
aMe17c,2,aMe17c,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,118.0,2743.5
aMe8,2,aMe8,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,75.0,2760.0
cL04,2,cL04,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,137.0,3902.0
cL16,2,cL16,da,nt:da,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,787.0,5047.0
cL21,2,cL21,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,577.0,6621.5
cLLP02,2,cLLP02,da,nt:da,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,2.0,3697.5
cM08a,2,cM08a,ser,nt:ser,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,96.0,226.0
cM08b,2,cM08b,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,208.0,3035.0
cMLLP02,2,cMLLP02,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,77.0,2249.0
mALC6,2,mALC6,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,73.0,2046.0
s-CPDN3A,2,s-CPDN3A,unknown,nt:unknown,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,12.0,1391.5
5-HTPMPV01,1,5-HTPMPV01,ser,nt:ser,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,6.0,2608.0
5th-LNv,1,5th-LNv,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,70.0,736.0
AOTU026,1,AOTU026,unknown,nt:unknown,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,294.0,3619.0
AOTU054,1,AOTU054,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,58.0,1188.0
AOTU065,1,AOTU065,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,186.0,2940.0
AVLP151,1,AVLP151,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,14.0,8974.0
AVLP534,1,AVLP534,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,464.0,4845.0
AVLP593,1,AVLP593,da,nt:da,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,390.0,5182.0
Am1,1,Am1,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,152.0,15451.0
CB0143,1,CB0143,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,630.0,7691.0
CB0734,1,CB0734,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,240.0,2460.0
CB0802,1,CB0802,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,246.0,2580.0
CB1329,1,CB1329,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,38.0,1402.0
CB2685,1,CB2685,unknown,nt:unknown,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,16.0,1493.0
CB2848,1,CB2848,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,84.0,3076.0
CB3235,1,CB3235,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,26.0,902.0
CB3238,1,CB3238,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,80.0,1598.0
CB3790,1,CB3790,unknown,nt:unknown,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,2.0,2203.0
CB3866,1,CB3866,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,1102.0
CL104,1,CL104,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,1162.0
CT1,1,CT1,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,6746.0,20807.0
DCH,1,DCH,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,140.0,4294.0
DGI,1,DGI,ser,nt:ser,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,214.0,1155.0
DN1-l,1,DN1-l,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,118.0,2600.0
DNc01,1,DNc01,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,80.0,287.0
DNc02,1,DNc02,da,nt:da,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,306.0,619.0
DNg33,1,DNg33,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,6.0,3169.0
DNp11,1,DNp11,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,62.0,309.0
DNp31,1,DNp31,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,10.0,3008.0
DNpe053,1,DNpe053,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,58.0,9411.0
H2,1,H2,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,1094.0,4580.0
HSE,1,HSE,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,712.0
HSN,1,HSN,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,70.0,1267.0
HSS,1,HSS,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,48.0,1606.0
LAL047,1,LAL047,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,456.0,2457.0
LC31c,1,LC31c,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,328.0,2955.0
LHPV2i2a,1,LHPV2i2a,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,114.0,1726.0
LNd_CRY+_ITP+,1,LNd_CRY+_ITP+,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,80.0,486.0
LPT04_HST,1,LPT04_HST,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,10.0,3011.0
LPT21,1,LPT21,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,5030.0
LPT22,1,LPT22,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,2.0,7117.0
LPT26,1,LPT26,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,450.0,2677.0
LPT27,1,LPT27,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,2080.0
LPT28,1,LPT28,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,264.0,3441.0
LPT29,1,LPT29,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,212.0,2457.0
LPT30,1,LPT30,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,310.0,3953.0
LPT42_Nod4,1,LPT42_Nod4,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,472.0,3603.0
LPT47_vCal2,1,LPT47_vCal2,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,278.0,2588.0
LPT48_vCal3,1,LPT48_vCal3,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,4341.0
LPT49,1,LPT49,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,378.0,4389.0
LPT51,1,LPT51,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,200.0,2197.0
LPT52,1,LPT52,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,206.0,2465.0
LPT53,1,LPT53,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,254.0,2051.0
LPT54,1,LPT54,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,6.0,4585.0
LPT57,1,LPT57,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,20.0,2234.0
LPT58,1,LPT58,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,146.0,1460.0
LPi12,1,LPi12,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,42.0,5954.0
LPi13,1,LPi13,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,22.0,9360.0
LPi15,1,LPi15,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,3590.0,13657.0
LT11,1,LT11,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,1156.0,6556.0
LT1a,1,LT1a,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,1510.0,7069.0
LT1b,1,LT1b,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,1178.0,6150.0
LT1c,1,LT1c,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,384.0,3436.0
LT1d,1,LT1d,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,46.0,6768.0
LT33,1,LT33,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,1884.0,8617.0
LT34,1,LT34,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,70.0,3384.0
LT36,1,LT36,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,416.0,3347.0
LT37,1,LT37,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,2.0,3135.0
LT39,1,LT39,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,284.0,3876.0
LT40,1,LT40,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,280.0,3697.0
LT41,1,LT41,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,12.0,3905.0
LT42,1,LT42,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,10.0,6048.0
LT47,1,LT47,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,134.0,1965.0
LT56,1,LT56,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,1194.0,7322.0
LT58,1,LT58,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,2.0,8164.0
LT59,1,LT59,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,3088.0
LT60,1,LT60,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,256.0,3620.0
LT61a,1,LT61a,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,6074.0
LT61b,1,LT61b,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,784.0,9969.0
LT62,1,LT62,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,10484.0
LT65,1,LT65,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,8.0,3991.0
LT67,1,LT67,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,244.0,2962.0
LT69,1,LT69,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,254.0,3496.0
LT72,1,LT72,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,284.0,3022.0
LT75,1,LT75,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,10.0,2553.0
LT76,1,LT76,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,258.0,2367.0
LT79,1,LT79,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,18.0,6840.0
LT83,1,LT83,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,6794.0
LT84,1,LT84,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,306.0,3558.0
LT85,1,LT85,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,220.0,4082.0
LT86,1,LT86,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,386.0,4227.0
LT87,1,LT87,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,644.0,5287.0
LTe04,1,LTe04,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,118.0,2381.0
LTe05,1,LTe05,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,2983.0
LTe06,1,LTe06,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,170.0,2653.0
LTe07,1,LTe07,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,142.0,1939.0
LTe08,1,LTe08,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,486.0,5023.0
LTe10,1,LTe10,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,288.0,3604.0
LTe11,1,LTe11,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,106.0,2309.0
LTe12,1,LTe12,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,6.0,4505.0
LTe13,1,LTe13,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,226.0,3438.0
LTe14,1,LTe14,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,4936.0
LTe15,1,LTe15,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,322.0,3947.0
LTe16,1,LTe16,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,272.0,4165.0
LTe17,1,LTe17,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,384.0,2938.0
LTe18,1,LTe18,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,386.0,5177.0
LTe19,1,LTe19,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,2790.0
LTe20,1,LTe20,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,510.0,5091.0
LTe21,1,LTe21,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,582.0,9781.0
LTe22,1,LTe22,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,230.0,2632.0
LTe23,1,LTe23,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,220.0,2860.0
LTe24,1,LTe24,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,3345.0
LTe25,1,LTe25,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,224.0,4144.0
LTe26,1,LTe26,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,864.0,5391.0
LTe27,1,LTe27,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,184.0,2460.0
LTe28,1,LTe28,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,128.0,2419.0
LTe29,1,LTe29,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,2.0,2202.0
LTe30,1,LTe30,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,194.0,2250.0
LTe31,1,LTe31,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,244.0,3235.0
LTe35,1,LTe35,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,162.0,2457.0
LTe36,1,LTe36,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,226.0,2270.0
LTe40,1,LTe40,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,2148.0
LTe41,1,LTe41,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,202.0,1714.0
LTe42a,1,LTe42a,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,364.0,4504.0
LTe42b,1,LTe42b,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,4976.0
LTe42c,1,LTe42c,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,392.0,5379.0
LTe44,1,LTe44,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,94.0,2123.0
LTe45,1,LTe45,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,2.0,2757.0
LTe46,1,LTe46,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,228.0,3258.0
LTe48,1,LTe48,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,200.0,2122.0
LTe49e,1,LTe49e,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,42.0,1143.0
LTe51,1,LTe51,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,278.0,4431.0
LTe53,1,LTe53,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,224.0,2062.0
LTe55,1,LTe55,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,164.0,2168.0
LTe56,1,LTe56,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,222.0,3751.0
LTe57,1,LTe57,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,218.0,2854.0
LTe59a,1,LTe59a,unknown,nt:unknown,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,6.0,1796.0
LTe59b,1,LTe59b,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,82.0,1857.0
LTe60,1,LTe60,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,246.0,2554.0
LTe61,1,LTe61,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,74.0,1597.0
LTe62,1,LTe62,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,110.0,2739.0
LTe69,1,LTe69,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,174.0,2638.0
LTe70,1,LTe70,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,144.0,2947.0
LTe72,1,LTe72,unknown,nt:unknown,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,126.0,2086.0
LTe73,1,LTe73,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,86.0,1760.0
LTe74,1,LTe74,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,204.0,2667.0
LTe75,1,LTe75,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,220.0,4735.0
LTe76,1,LTe76,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,314.0,5000.0
Li23,1,Li23,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,174.0,3835.0
Li29,1,Li29,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,2.0,6538.0
Li30,1,Li30,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,10.0,15459.0
Li31,1,Li31,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,148.0,14774.0
Li32,1,Li32,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,84.0,13715.0
Li33,1,Li33,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,772.0,14026.0
MTe18,1,MTe18,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,356.0,2196.0
MTe19,1,MTe19,unknown,nt:unknown,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,254.0,3705.0
MTe20,1,MTe20,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,56.0,1386.0
MTe21,1,MTe21,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,62.0,1731.0
MTe22,1,MTe22,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,200.0,2701.0
MTe23,1,MTe23,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,306.0,4290.0
MTe24,1,MTe24,unknown,nt:unknown,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,2.0,3009.0
MTe25,1,MTe25,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,2550.0
MTe26,1,MTe26,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,236.0,3030.0
MTe27,1,MTe27,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,188.0,3554.0
MTe28,1,MTe28,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,294.0,3157.0
MTe29,1,MTe29,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,2.0,3581.0
MTe30,1,MTe30,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,2363.0
MTe31,1,MTe31,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,178.0,2557.0
MTe32,1,MTe32,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,312.0,3962.0
MTe33,1,MTe33,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,4194.0
MTe34,1,MTe34,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,3774.0
MTe35,1,MTe35,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,442.0,4628.0
MTe36,1,MTe36,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,116.0,2082.0
MTe37,1,MTe37,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,310.0,4145.0
MTe38,1,MTe38,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,286.0,3080.0
MTe39,1,MTe39,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,126.0,2628.0
MTe40,1,MTe40,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,186.0,4169.0
MTe41,1,MTe41,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,206.0,3100.0
MTe42,1,MTe42,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,2.0,3942.0
MTe43,1,MTe43,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,512.0,4566.0
MTe44,1,MTe44,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,354.0,4085.0
